Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,240,0,240,0,240,0,240
A01,Sample X1,A,1.358,1.37,4055,4058,2117,2117,1023,1030
A02,Sample X2,A,1.327,1.349,3997,4036,2082,2103,1007,1021
A03,Sample X3,A,1.27,1.321,3930,3960,2050,2061,996,1008
A04,Sample X4,A,1.244,1.296,3919,3911,2010,2016,981,985
A05,Sample X5,A,1.239,1.292,3858,3888,2020,2023,978,986
A06,Sample X6,A,1.173,1.249,3781,3813,1983,1967,956,959
A07,Sample X7,A,1.34,1.398,3973,3999,2055,2060,993,1005
A08,Sample X8,A,1.301,1.359,3889,3945,2021,2018,984,994
A09,Sample X9,A,1.298,1.384,3840,3843,1993,2012,968,970
A10,Sample X10,A,1.282,1.34,3752,3784,1963,1956,950,954
A11,Sample X11,A,1.227,1.308,3705,3747,1934,1937,929,941
A12,Sample X12,A,1.228,1.222,3645,3668,1903,1888,923,923
B01,Sample X13,A,1.491,1.532,4317,4342,2244,2242,1090,1092
B02,Sample X14,A,1.466,1.468,4249,4284,2222,2224,1068,1079
B03,Sample X15,A,1.452,1.438,4192,4231,2169,2188,1051,1062
B04,Sample X16,A,1.409,1.404,4149,4169,2153,2179,1042,1045
B05,Sample X17,A,1.406,1.411,4159,4155,2152,2147,1039,1051
B06,Sample X18,A,1.35,1.38,4057,4120,2122,2116,1028,1027
B07,Sample X19,A,1.403,1.448,3959,3988,2061,2071,995,999
B08,Sample X20,A,1.363,1.394,3910,3921,2029,2033,981,991
B09,Sample X21,A,1.35,1.364,3832,3889,1995,2019,970,977
B10,Sample X22,A,1.303,1.35,3782,3842,1976,2005,947,958
B11,Sample X23,A,1.264,1.292,3741,3801,1949,1970,941,953
B12,Sample X24,A,1.232,1.238,3674,3719,1921,1939,930,929
C01,Sample X25,A,1.437,1.475,4238,4182,2176,2197,1062,1059
C02,Sample X26,A,1.458,1.451,4121,4157,2162,2175,1046,1037
C03,Sample X27,A,1.44,1.429,4096,4114,2122,2126,1026,1037
C04,Sample X28,A,1.438,1.442,4070,4090,2100,2125,1027,1032
C05,Sample X29,A,1.423,1.429,4020,4072,2097,2103,1022,1020
C06,Sample X30,A,1.376,1.38,3974,4029,2049,2088,1009,1007
C07,Sample X31,A,1.572,1.497,4145,4148,2139,2144,1041,1046
C08,Sample X32,A,1.512,1.488,4072,4125,2130,2130,1035,1037
C09,Sample X33,A,1.481,1.496,4030,4067,2102,2106,1019,1020
C10,Sample X34,A,1.463,1.44,4019,4014,2055,2091,1003,1020
C11,Sample X35,A,1.346,1.381,3961,3982,2036,2064,985,998
C12,Sample X36,A,1.265,1.314,3915,3962,2039,2028,988,991
D01,Sample X37,A,1.444,1.457,4216,4225,2190,2176,1058,1059
D02,Sample X38,A,1.404,1.403,4154,4179,2140,2168,1041,1055
D03,Sample X39,A,1.46,1.441,4270,4303,2208,2217,1075,1085
D04,Sample X40,A,1.408,1.402,4209,4250,2185,2194,1057,1064
D05,Sample X41,A,1.382,1.366,4264,4318,2221,2212,1081,1085
D06,Sample X42,A,1.372,1.338,4436,4485,2314,2328,1128,1133
D07,Sample X43,A,1.572,1.563,4046,4081,2105,2126,1027,1022
D08,Sample X44,A,1.473,1.434,3972,4015,2076,2087,1006,1009
D09,Sample X45,A,1.428,1.42,3956,4002,2053,2083,999,1012
D10,Sample X46,A,1.418,1.416,3972,4011,2061,2087,1000,1013
D11,Sample X47,A,1.306,1.341,3992,4013,2070,2072,1002,1014
D12,Sample X48,A,1.214,1.278,4010,4034,2085,2074,1007,1004
E01,Sample X49,A,1.467,1.506,4248,4262,2207,2214,1070,1068
E02,Sample X50,A,1.452,1.474,4605,4611,2383,2420,1154,1170
E03,Sample X51,A,1.456,1.463,5097,5112,2633,2662,1290,1297
E04,Sample X52,A,1.437,1.441,5460,5506,2830,2854,1372,1384
E05,Sample X53,A,1.392,1.407,6009,6057,3098,3147,1514,1519
E06,Sample X54,A,1.34,1.374,5962,6008,3060,3095,1487,1493
E07,Sample X55,A,1.563,1.606,4247,4262,2188,2210,1065,1075
E08,Sample X56,A,1.529,1.549,4230,4254,2197,2205,1066,1078
E09,Sample X57,A,1.475,1.496,4249,4302,2215,2233,1076,1080
E10,Sample X58,A,1.44,1.431,4289,4342,2217,2250,1081,1086
E11,Sample X59,A,1.332,1.346,4407,4428,2303,2322,1114,1127
E12,Sample X60,A,1.249,1.308,4730,4730,2454,2444,1189,1197
F01,Sample X61,A,1.544,1.545,4418,4452,2322,2301,1121,1116
F02,Sample X62,A,1.536,1.549,5710,5738,2972,2963,1439,1447
F03,Sample X63,A,1.515,1.518,6721,6717,3498,3503,1695,1693
F04,Sample X64,A,1.487,1.493,7720,7766,4027,4012,1936,1958
F05,Sample X65,A,1.478,1.469,8649,8751,4512,4508,2194,2194
F06,Sample X66,A,1.411,1.428,9235,9231,4768,4803,2309,2329
F07,Sample X67,A,1.629,1.632,4451,4454,2293,2306,1116,1126
F08,Sample X68,A,1.57,1.566,4491,4539,2342,2340,1134,1137
F09,Sample X69,A,1.577,1.574,4814,4826,2480,2498,1221,1215
F10,Sample X70,A,1.515,1.535,5015,5034,2604,2601,1267,1266
F11,Sample X71,A,1.465,1.484,5033,5048,2611,2601,1263,1273
F12,Sample X72,A,1.375,1.403,5627,5648,2923,2914,1420,1412
H03,Blank B,A,0.05,0.048,1888,1878,978,970,481,481
H04,Blank B,A,0.049,0.047,1859,1826,964,963,461,470
H05,Negative control N,A,1.606,1.614,4005,4024,2086,2085,1014,1012
H06,Negative control N,A,1.631,1.602,3964,3984,2062,2058,997,996
H07,Blank B,B,0.051,0.049,1929,1916,1007,990,486,485
H08,Blank B,B,0.049,0.047,1911,1917,993,993,487,484
H09,Negative control N,B,1.839,1.847,4723,4747,2462,2449,1190,1188
H10,Negative control N,B,1.762,1.786,4696,4710,2444,2440,1191,1180
H11,Positive control P,B,1.838,1.829,104542,103372,54525,54077,26424,26174
H12,Positive control P,B,1.817,1.778,101273,100015,52943,51882,25862,25248
