Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,241,0,241,0,241,0,241
A01,Sample X1,A,1.63,1.664,4413,4503,2283,2303,1104,1130
A02,Sample X2,A,1.558,1.582,4269,4343,2222,2244,1068,1093
A03,Sample X3,A,1.546,1.537,4240,4305,2189,2219,1061,1076
A04,Sample X4,A,1.526,1.528,4186,4260,2164,2216,1056,1065
A05,Sample X5,A,1.483,1.499,4145,4203,2128,2193,1029,1058
A06,Sample X6,A,1.45,1.452,4059,4140,2117,2149,1010,1033
A07,Sample X7,A,1.236,1.244,3620,3698,1882,1910,902,916
A08,Sample X8,A,1.202,1.214,3700,3757,1903,1947,924,942
A09,Sample X9,A,1.155,1.168,3704,3782,1904,1965,923,948
A10,Sample X10,A,1.135,1.14,3685,3724,1902,1940,913,938
A11,Sample X11,A,1.116,1.133,3635,3720,1872,1924,908,927
A12,Sample X12,A,1.071,1.105,3613,3692,1874,1909,907,921
B01,Sample X13,A,1.635,1.657,4183,4260,2185,2206,1051,1067
B02,Sample X14,A,1.626,1.632,4116,4192,2137,2172,1026,1044
B03,Sample X15,A,1.596,1.604,4057,4124,2100,2143,1012,1043
B04,Sample X16,A,1.587,1.59,3991,4080,2079,2125,1009,1031
B05,Sample X17,A,1.566,1.569,4024,4087,2055,2103,994,1018
B06,Sample X18,A,1.544,1.547,3961,4036,2059,2102,990,1005
B07,Sample X19,A,1.491,1.484,3962,4024,2050,2093,997,1016
B08,Sample X20,A,1.443,1.443,4679,4747,2401,2453,1169,1200
B09,Sample X21,A,1.43,1.429,4919,5045,2554,2611,1225,1259
B10,Sample X22,A,1.392,1.39,4987,5116,2586,2666,1245,1290
B11,Sample X23,A,1.377,1.363,5023,5151,2585,2688,1257,1295
B12,Sample X24,A,1.236,1.306,4585,4699,2364,2418,1142,1173
C01,Sample X25,A,1.628,1.679,4245,4321,2210,2238,1069,1086
C02,Sample X26,A,1.621,1.616,4198,4240,2183,2196,1050,1076
C03,Sample X27,A,1.596,1.618,4155,4230,2145,2180,1045,1049
C04,Sample X28,A,1.576,1.583,4089,4162,2122,2149,1024,1046
C05,Sample X29,A,1.557,1.575,4064,4122,2100,2135,1019,1037
C06,Sample X30,A,1.529,1.545,3997,4105,2100,2100,1005,1025
C07,Sample X31,A,1.511,1.523,4090,4131,2121,2145,1027,1037
