Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
C08,Sample X32,A,1.473,1.479,5201,5326,2678,2733,1298,1334
C09,Sample X33,A,1.45,1.448,5723,5896,2962,3039,1429,1475
C10,Sample X34,A,1.427,1.414,5947,6095,3071,3149,1472,1517
C11,Sample X35,A,1.433,1.392,6068,6270,3154,3230,1504,1569
C12,Sample X36,A,1.286,1.34,18636,19251,9543,9958,4593,4809
D01,Sample X37,A,1.632,1.671,4292,4338,2215,2254,1081,1096
D02,Sample X38,A,1.649,1.663,4405,4462,2269,2330,1108,1121
D03,Sample X39,A,1.62,1.621,4356,4434,2248,2306,1094,1112
D04,Sample X40,A,1.598,1.594,4252,4330,2200,2238,1059,1080
D05,Sample X41,A,1.561,1.565,4224,4304,2184,2238,1054,1078
D06,Sample X42,A,1.533,1.55,4310,4394,2221,2265,1083,1097
D07,Sample X43,A,1.353,1.356,3933,3989,2033,2063,982,1004
D08,Sample X44,A,1.31,1.327,19905,20817,10225,10669,4910,5145
D09,Sample X45,A,1.28,1.286,33020,34256,16918,17677,8173,8505
D10,Sample X46,A,1.255,1.241,42354,44009,21828,22754,10516,10993
D11,Sample X47,A,1.222,1.209,45139,46974,23285,24297,11190,11717
D12,Sample X48,A,1.096,1.161,58139,60264,29854,31249,14349,15115
E01,Sample X49,A,1.64,1.672,4396,4458,2273,2315,1099,1116
E02,Sample X50,A,1.652,1.642,5565,5651,2906,2946,1393,1432
E03,Sample X51,A,1.629,1.642,5583,5688,2869,2922,1393,1417
E04,Sample X52,A,1.6,1.599,5440,5515,2821,2870,1355,1376
E05,Sample X53,A,1.577,1.592,5594,5697,2900,2969,1406,1427
E06,Sample X54,A,1.553,1.546,5576,5678,2888,2935,1386,1418
E07,Sample X55,A,1.34,1.347,3945,4036,2068,2099,996,1016
E08,Sample X56,A,1.315,1.328,24749,25743,12709,13182,6112,6382
E09,Sample X57,A,1.283,1.295,49227,50920,25415,26332,12178,12709
E10,Sample X58,A,1.219,1.227,63950,66200,32930,34155,15885,16550
E11,Sample X59,A,1.218,1.223,72252,74864,37253,38584,17903,18619
E12,Sample X60,A,1.102,1.171,80581,83426,41449,43220,19851,20857
F01,Sample X61,A,1.596,1.608,4333,4409,2240,2280,1093,1100
F02,Sample X62,A,1.609,1.589,8099,8232,4152,4263,2003,2062
F03,Sample X63,A,1.586,1.599,8603,8683,4420,4512,2141,2199
F04,Sample X64,A,1.558,1.559,8502,8674,4396,4463,2123,2166
F05,Sample X65,A,1.53,1.535,8609,8747,4430,4554,2151,2197
F06,Sample X66,A,1.472,1.494,8446,8593,4364,4451,2097,2154
F07,Sample X67,A,1.339,1.336,3969,4058,2065,2110,1004,1012
F08,Sample X68,A,1.285,1.302,27747,28532,14255,14740,6864,7135
F09,Sample X69,A,1.25,1.271,48664,50184,25086,25978,12125,12548
F10,Sample X70,A,1.199,1.211,69409,71599,35891,37010,17271,17909
F11,Sample X71,A,1.173,1.181,75366,77484,38743,40118,18690,19408
F12,Sample X72,A,1.074,1.137,80482,83299,41341,42963,19902,20854
H03,Blank B,A,0.052,0.048,1870,1895,972,980,476,469
H04,Blank B,A,0.05,0.048,1890,1888,978,984,474,475
H05,Negative control N,A,1.79,1.786,4127,4191,2141,2152,1044,1046
H06,Negative control N,A,1.726,1.722,4052,4013,2077,2095,1008,1018
H07,Blank B,B,0.054,0.049,1848,1868,972,968,469,476
H08,Blank B,B,0.053,0.048,1875,1909,977,992,474,479
H09,Negative control N,B,1.769,1.78,4636,4679,2421,2446,1181,1179
H10,Negative control N,B,1.765,1.752,4623,4617,2386,2421,1163,1169
H11,Positive control P,B,1.854,1.874,98737,101407,51278,52557,24708,25374
H12,Positive control P,B,1.786,1.801,93755,95708,48704,49811,23483,24081
