Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,240,0,240,0,240,0,240
A01,Sample X1,A,1.316,1.306,3817,3848,1984,1977,965,967
A02,Sample X2,A,1.217,1.295,3794,3826,1956,1962,946,959
A03,Sample X3,A,1.193,1.219,3728,3778,1954,1969,948,944
A04,Sample X4,A,1.192,1.249,3724,3737,1931,1953,945,944
A05,Sample X5,A,1.168,1.237,3646,3694,1917,1917,922,929
A06,Sample X6,A,1.132,1.235,3640,3654,1895,1890,916,918
A07,Sample X7,A,1.303,1.321,3511,3540,1833,1832,885,889
A08,Sample X8,A,1.253,1.284,3483,3527,1803,1830,875,884
A09,Sample X9,A,1.22,1.275,3451,3465,1780,1790,864,876
A10,Sample X10,A,1.208,1.262,3423,3447,1775,1797,868,870
A11,Sample X11,A,1.202,1.273,3434,3434,1789,1773,867,862
A12,Sample X12,A,1.145,1.186,3378,3391,1763,1766,865,848
B01,Sample X13,A,1.496,1.453,4159,4170,2168,2170,1058,1055
B02,Sample X14,A,1.426,1.417,4076,4101,2106,2150,1034,1029
B03,Sample X15,A,1.287,1.351,3964,4037,2067,2073,995,1016
B04,Sample X16,A,1.229,1.388,3889,3947,2030,2047,978,991
B05,Sample X17,A,1.311,1.42,3931,3945,2031,2036,990,994
B06,Sample X18,A,1.32,1.35,3846,3873,1994,2016,974,978
B07,Sample X19,A,1.435,1.452,3648,3663,1881,1903,924,922
B08,Sample X20,A,1.38,1.41,3633,3689,1885,1906,917,924
B09,Sample X21,A,1.332,1.373,3610,3650,1856,1889,905,916
B10,Sample X22,A,1.323,1.352,3600,3614,1861,1891,903,918
B11,Sample X23,A,1.332,1.374,3621,3642,1864,1880,910,914
B12,Sample X24,A,1.246,1.295,3546,3558,1852,1865,893,902
C01,Sample X25,A,1.448,1.465,4132,4177,2140,2155,1046,1044
C02,Sample X26,A,1.393,1.402,4056,4112,2100,2103,1015,1030
C03,Sample X27,A,1.436,1.432,4016,4039,2071,2087,1004,1014
C04,Sample X28,A,1.414,1.372,3911,3944,2032,2050,992,990
C05,Sample X29,A,1.396,1.351,3843,3868,1995,2024,975,973
C06,Sample X30,A,1.329,1.319,3782,3824,1960,1985,955,959
C07,Sample X31,A,1.44,1.419,3599,3629,1850,1881,903,907
C08,Sample X32,A,1.394,1.377,3635,3687,1881,1907,921,926
C09,Sample X33,A,1.35,1.35,3569,3609,1855,1865,896,910
C10,Sample X34,A,1.343,1.33,3512,3554,1826,1843,880,895
C11,Sample X35,A,1.272,1.316,3524,3520,1816,1829,876,884
C12,Sample X36,A,1.232,1.27,3856,3861,1982,1998,969,974
D01,Sample X37,A,1.419,1.406,4270,4258,2223,2232,1076,1083
D02,Sample X38,A,1.377,1.39,4500,4524,2328,2366,1129,1139
D03,Sample X39,A,1.406,1.384,4145,4188,2167,2176,1047,1058
D04,Sample X40,A,1.316,1.315,3973,3991,2069,2089,999,1014
D05,Sample X41,A,1.339,1.31,3906,3960,2035,2049,990,1001
D06,Sample X42,A,1.313,1.273,3966,3984,2053,2065,995,1001
D07,Sample X43,A,1.426,1.398,3635,3690,1886,1920,917,920
D08,Sample X44,A,1.391,1.36,4906,4941,2526,2566,1223,1246
D09,Sample X45,A,1.35,1.326,4749,4857,2464,2490,1191,1217
D10,Sample X46,A,1.314,1.316,4650,4691,2396,2435,1163,1173
D11,Sample X47,A,1.26,1.296,4703,4750,2437,2473,1180,1200
D12,Sample X48,A,1.192,1.232,5774,5806,2971,2997,1436,1444
E01,Sample X49,A,1.429,1.431,4603,4611,2394,2392,1161,1157
E02,Sample X50,A,1.399,1.416,6599,6673,3412,3463,1651,1684
E03,Sample X51,A,1.408,1.422,5742,5804,2975,3005,1442,1465
E04,Sample X52,A,1.35,1.35,5181,5232,2685,2726,1307,1319
E05,Sample X53,A,1.322,1.349,4971,4990,2581,2600,1252,1265
E06,Sample X54,A,1.31,1.317,4870,4919,2546,2561,1240,1241
E07,Sample X55,A,1.423,1.443,3726,3739,1916,1941,932,945
E08,Sample X56,A,1.382,1.389,6676,6750,3451,3517,1655,1717
E09,Sample X57,A,1.342,1.344,7150,7252,3712,3759,1790,1821
E10,Sample X58,A,1.322,1.301,6745,6849,3487,3556,1700,1722
E11,Sample X59,A,1.279,1.322,7063,7165,3642,3718,1755,1805
E12,Sample X60,A,1.196,1.234,10162,10156,5219,5273,2543,2559
F01,Sample X61,A,1.441,1.412,4564,4583,2366,2369,1156,1157
F02,Sample X62,A,1.359,1.333,8891,8996,4583,4648,2221,2258
F03,Sample X63,A,1.39,1.373,8328,8406,4330,4358,2101,2122
F04,Sample X64,A,1.362,1.39,7135,7112,3656,3695,1777,1797
F05,Sample X65,A,1.241,1.35,6857,6823,3525,3546,1715,1717
F06,Sample X66,A,1.249,1.328,6862,6859,3530,3555,1740,1726
F07,Sample X67,A,1.442,1.441,3790,3798,1962,1959,955,957
F08,Sample X68,A,1.384,1.38,8114,8212,4181,4263,2034,2054
F09,Sample X69,A,1.361,1.364,10892,11104,5640,5696,2726,2773
F10,Sample X70,A,1.302,1.331,9782,9881,5072,5104,2455,2486
F11,Sample X71,A,1.273,1.303,9021,9147,4670,4711,2267,2280
F12,Sample X72,A,1.185,1.204,13088,13132,6786,6797,3284,3282
H03,Blank B,A,0.047,0.045,1823,1810,943,947,463,457
H04,Blank B,A,0.047,0.046,1821,1809,946,941,466,459
H05,Negative control N,A,1.706,1.766,3907,3928,2036,2039,990,981
H06,Negative control N,A,1.693,1.699,3889,3891,2025,2021,988,984
H07,Blank B,B,0.048,0.048,1823,1798,940,934,462,460
H08,Blank B,B,0.048,0.045,1810,1810,939,937,461,454
H09,Negative control N,B,1.683,1.704,4248,4273,2213,2226,1068,1070
H10,Negative control N,B,1.633,1.658,4191,4181,2174,2180,1057,1039
H11,Positive control P,B,1.665,1.722,86873,86332,45119,44662,21886,21662
H12,Positive control P,B,1.627,1.61,84382,83015,43933,43081,21395,20873
